Day,Reef,Depth,Salinity,TSS,Temp,DO
427,6,1.894063944,15.63372875,6.349924871,3.501796192,12.16719347
427,7,7.612968844,16.19300803,6.349924871,3.572212066,12.39921102
427,8,8.336454566,15.90526359,6.349924871,3.545295089,12.6038467
427,9,5.736694009,15.89053488,6.349924871,3.590348583,12.5270771
427,10,2.947856197,15.37782794,6.349924871,3.646432473,12.72813721
427,11,5.692685305,15.35544966,6.349924871,3.838552763,12.67941474
427,12,3.14960315,15.26074689,5.995460352,4.367046791,12.53399004
427,13,3.249615362,15.64569132,6.349924871,3.750132361,12.28214056
427,14,6.557737295,15.21946802,5.995460352,4.176569325,12.56047292
427,15,6.565474247,15.34012532,5.974059768,3.806644346,12.35670917
427,16,7.938506519,15.42429576,5.974059768,3.565418353,12.36938248
427,17,7.49504095,14.50426926,5.974059768,3.922826726,12.4406294
427,18,6.922046247,14.39689043,5.974059768,3.961661402,12.42239733
427,19,6.458686625,14.2760413,5.974059768,4.031753469,12.39397692
427,20,7.429508732,14.16389393,5.974059768,4.09824434,12.37090299
428,1,8.77460946,16.30178758,9.528298766,3.217993732,11.31787379
428,2,2.987162276,16.28115001,9.528298766,3.287111134,11.51381343
428,3,8.091964535,15.88496661,9.528298766,3.389543096,11.26910909
428,4,7.496664976,16.30152679,9.528298766,3.352714868,11.69716559
428,5,10.03942029,16.24983119,9.528298766,3.549109278,12.24483288
428,6,1.894063944,15.60091264,6.48139305,3.640507894,12.09138387
428,7,7.612968844,16.14499123,6.48139305,3.686721571,12.32482285
428,8,8.336454566,15.85440456,6.48139305,3.657418301,12.51936463
428,9,5.736694009,15.84236965,6.48139305,3.705680538,12.44633065
428,10,2.947856197,15.3301695,6.48139305,3.763623438,12.63656647
428,11,5.692685305,15.31184039,6.48139305,3.958294037,12.58586423
428,12,3.14960315,15.22887521,6.094743619,4.494839568,12.43595962
428,13,3.249615362,15.60944435,6.48139305,3.879320769,12.21464989
428,14,6.557737295,15.18472866,6.094743619,4.303817384,12.46625545
428,15,6.565474247,15.30526773,6.09945746,3.938710398,12.2853094
428,16,7.938506519,15.39078835,6.09945746,3.694447163,12.30520858
428,17,7.49504095,14.46416356,6.09945746,4.069893457,12.35950884
428,18,6.922046247,14.35383586,6.09945746,4.112500745,12.33920753
428,19,6.458686625,14.22946237,6.09945746,4.187230089,12.30770552
428,20,7.429508732,14.11444347,6.09945746,4.257916894,12.28187516
429,1,8.77460946,16.28157902,9.011540131,3.382977934,11.27600392
429,2,2.987162276,16.25516799,9.011540131,3.44315678,11.46530286
429,3,8.091964535,15.87214608,9.011540131,3.563280594,11.22337216
429,4,7.496664976,16.26964,9.011540131,3.499562812,11.64272584
429,5,10.03942029,16.20173133,9.011540131,3.670725697,12.17187481
429,6,1.894063944,15.56750594,6.603742148,3.782793546,12.01663536
429,7,7.612968844,16.09593895,6.603742148,3.805817174,12.25050092
429,8,8.336454566,15.80289442,6.603742148,3.774239357,12.43492691
429,9,5.736694009,15.79338445,6.603742148,3.825634801,12.36558967
429,10,2.947856197,15.28205984,6.603742148,3.885465377,12.54497291
429,11,5.692685305,15.26770968,6.603742148,4.08254442,12.49256287
429,12,3.14960315,15.19625376,6.187556204,4.626739582,12.3388794
429,13,3.249615362,15.57170686,6.603742148,4.012883174,12.14683789
429,14,6.557737295,15.14924183,6.187556204,4.435291084,12.37262827
429,15,6.565474247,15.26903699,6.226989794,4.075101814,12.21353129
429,16,7.938506519,15.35549269,6.226989794,3.828096022,12.24008343
429,17,7.49504095,14.42368654,6.226989794,4.220823414,12.27804378
429,18,6.922046247,14.31075239,6.226989794,4.26703767,12.2557998
429,19,6.458686625,14.18329187,6.226989794,4.346179805,12.221432
429,20,7.429508732,14.06577552,6.226989794,4.420866317,12.19302798
430,1,8.77460946,16.26015943,8.534389702,3.549576837,11.23673004
430,2,2.987162276,16.22805907,8.534389702,3.601287766,11.41909751
430,3,8.091964535,15.85819259,8.534389702,3.73813211,11.18064809
430,4,7.496664976,16.23668281,8.534389702,3.648978455,11.59029962
430,5,10.03942029,16.15279287,8.534389702,3.796195904,12.1001146
430,6,1.894063944,15.53348275,6.714358935,3.927863988,11.9438329
430,7,7.612968844,16.04582455,6.714358935,3.928966965,12.17700946
430,8,8.336454566,15.75079925,6.714358935,3.895271479,12.35139441
430,9,5.736694009,15.74358544,6.714358935,3.949677464,12.28567397
430,10,2.947856197,15.23355362,6.714358935,4.011418002,12.45427483
430,11,5.692685305,15.22307721,6.714358935,4.21075663,12.40048925
430,12,3.14960315,15.16279018,6.27195447,4.762163148,12.24387801
430,13,3.249615362,15.5322301,6.714358935,4.150081715,12.0793535
430,14,6.557737295,15.1129196,6.27195447,4.570380793,12.28063003
430,15,6.565474247,15.23118208,6.355641178,4.215049388,12.14205655
430,16,7.938506519,15.31807357,6.355641178,3.965603336,12.174534
430,17,7.49504095,14.38272172,6.355641178,4.374625232,12.19701702
430,18,6.922046247,14.26758534,6.355641178,4.424223536,12.17299572
430,19,6.458686625,14.13755527,6.355641178,4.507487906,12.1360393
430,20,7.429508732,14.0179827,6.355641178,4.585918556,12.10529826
431,1,8.77460946,16.23736424,8.105719125,3.716687041,11.2007034
431,2,2.987162276,16.19969864,8.105719125,3.760514321,11.37587883
431,3,8.091964535,15.84290564,8.105719125,3.912911369,11.14167363
431,4,7.496664976,16.20256786,8.105719125,3.800088274,11.54059232
431,5,10.03942029,16.10304012,8.105719125,3.924965471,12.03034141
431,6,1.894063944,15.49881715,6.810630182,4.074930058,11.87386141
431,7,7.612968844,15.99462137,6.810630182,4.055639033,12.1051127
431,8,8.336454566,15.69818518,6.810630182,4.020027889,12.26962796
431,9,5.736694009,15.69297877,6.810630182,4.077274618,12.20740335
431,10,2.947856197,15.18470553,6.810630182,4.140941023,12.3653905
431,11,5.692685305,15.17796267,6.810630182,4.342383387,12.31062195
431,12,3.14960315,15.12839211,6.345994784,4.900526581,12.15208414
431,13,3.249615362,15.49076533,6.810630182,4.29017853,12.01284564
431,14,6.557737295,15.07567402,6.345994784,4.708476881,12.19129937
431,15,6.565474247,15.19145201,6.484396017,4.357783917,12.07156689
431,16,7.938506519,15.27819578,6.484396017,4.106207511,12.10908724
431,17,7.49504095,14.34115262,6.484396017,4.53030755,12.11721139
431,18,6.922046247,14.22428003,6.484396017,4.583009705,12.09161686
431,19,6.458686625,14.09227804,6.484396017,4.670039683,12.05241038
431,20,7.429508732,13.97115764,6.484396017,4.751899556,12.01962282
432,1,8.77460946,16.21302889,7.734400048,3.883205146,11.16857525
432,2,2.987162276,16.16996207,7.734400048,3.919846673,11.33632829
432,3,8.091964535,15.82608474,7.734400048,4.086432095,11.10718552
432,4,7.496664976,16.16720783,7.734400048,3.952018746,11.49430933
432,5,10.03942029,16.05249736,7.734400048,4.05647997,11.96334439
432,6,1.894063944,15.46348326,6.88994266,4.223202596,11.80760586
432,7,7.612968844,15.94230277,6.88994266,4.18530147,12.03557488
432,8,8.336454566,15.64511831,6.88994266,4.148021809,12.19048841
432,9,5.736694009,15.64157059,6.88994266,4.207892353,12.1315976
432,10,2.947856197,15.13557023,6.88994266,4.273494153,12.27923823
432,11,5.692685305,15.13238574,6.88994266,4.47687741,12.22393957
432,12,3.14960315,15.09296719,6.40773351,5.041246196,12.06462642
432,13,3.249615362,15.4470638,6.88994266,4.432435757,11.94796325
432,14,6.557737295,15.03741714,6.40773351,4.848969716,12.10567493
432,15,6.565474247,15.14959577,6.61223872,4.502536196,12.00274401
432,16,7.938506519,15.23552412,6.61223872,4.249146953,12.04427013
432,17,7.49504095,14.29886275,6.61223872,4.686879003,12.0394097
432,18,6.922046247,14.18078175,6.61223872,4.742347536,12.01248483
432,19,6.458686625,14.04748564,6.61223872,4.832720427,11.9714282
432,20,7.429508732,13.92539295,6.61223872,4.917635267,11.93693847
433,1,8.77460946,16.18698881,7.429304118,4.048027754,11.14099685
433,2,2.987162276,16.13872474,7.429304118,4.07829505,11.30112735
433,3,8.091964535,15.80752941,7.429304118,4.257508013,11.0779205
433,4,7.496664976,16.13051536,7.429304118,4.103896347,11.45215604
433,5,10.03942029,16.00118889,7.429304118,4.190184974,11.89991269
433,6,1.894063944,15.42745517,6.94968314,4.371892442,11.74595117
433,7,7.612968844,15.8888421,6.94968314,4.317422365,11.96916022
433,8,8.336454566,15.59166475,6.94968314,4.278766462,12.11483662
433,9,5.736694009,15.58936705,6.94968314,4.34099676,12.05907653
433,10,2.947856197,15.08620239,6.94968314,4.408537103,12.1967363
433,11,5.692685305,15.08636611,6.94968314,4.613691418,12.14142068
433,12,3.14960315,15.05642307,6.455227014,5.183738308,11.98263351
433,13,3.249615362,15.40087679,6.94968314,4.576115534,11.88535525
433,14,6.557737295,14.99806102,6.455227014,4.991249667,12.02479534
433,15,6.565474247,15.10536235,6.738153693,4.648537021,11.93626963
433,16,7.938506519,15.18972336,6.738153693,4.393660068,11.98060962
433,17,7.49504095,14.25573565,6.738153693,4.84334823,11.96439476
433,18,6.922046247,14.13703583,6.738153693,4.90118839,11.93642121
433,19,6.458686625,14.00320355,6.738153693,4.994415425,11.8939757
433,20,7.429508732,13.88078127,6.738153693,5.081951633,11.85818201
434,1,8.77460946,16.15907942,7.19930298,4.210051465,11.11861945
434,2,2.987162276,16.10586204,7.19930298,4.234869681,11.27095746
434,3,8.091964535,15.78703915,7.19930298,4.424952847,11.05461532
434,4,7.496664976,16.09240311,7.19930298,4.254847553,11.41483782
434,5,10.03942029,15.94913899,7.19930298,4.325526055,11.84083548
434,6,1.894063944,15.39070698,6.987238392,4.520210434,11.68978229
434,7,7.612968844,15.8342127,6.987238392,4.451469808,11.90663297
434,8,8.336454566,15.5378906,6.987238392,4.411775355,12.04353342
434,9,5.736694009,15.5363743,6.987238392,4.476054067,11.99065994
434,10,2.947856197,15.03665425,6.987238392,4.545530672,12.11879465
434,11,5.692685305,15.03992105,6.987238392,4.752279219,12.06403553
434,12,3.14960315,15.01866498,6.486531662,5.327420319,11.90722573
434,13,3.249615362,15.35195554,6.987238392,4.720480002,11.82567057
434,14,6.557737295,14.95751529,6.486531662,5.13470819,11.9496909
434,15,6.565474247,15.05850074,6.861125344,4.795017187,11.87282542
434,16,7.938506519,15.14045828,6.861125344,4.538985264,11.9186326
434,17,7.49504095,14.21165486,6.861125344,4.99872385,11.89294951
434,18,6.922046247,14.0929876,6.861125344,5.058483617,11.86424766
434,19,6.458686625,13.95945723,6.861125344,5.154009969,11.82093586
434,20,7.429508732,13.83741521,6.861125344,5.243674604,11.78429026
435,1,8.77460946,16.12913331,7.053268282,4.368173475,11.10208442
435,2,2.987162276,16.07124269,7.053268282,4.388582174,11.24647719
435,3,8.091964535,15.76441216,7.053268282,4.587580322,11.03800758
435,4,7.496664976,16.05277367,7.053268282,4.40400094,11.38302525
435,5,10.03942029,15.89635137,7.053268282,4.461953073,11.7868308
435,6,1.894063944,15.35319432,7,4.667370881,11.63992744
435,7,7.612968844,15.77837133,7,4.586915346,11.84870006
435,8,8.336454566,15.48383673,7,4.547387086,11.97735255
435,9,5.736694009,15.48257844,7,4.612927174,11.92709841
435,10,2.947856197,14.98673246,7,4.687050618,12.04545522
435,11,5.692685305,14.99282577,7,4.895208838,11.99189861
435,12,3.14960315,14.97936713,6.499703819,5.474821555,11.83870575
435,13,3.249615362,15.30004996,7,4.864801874,11.76955482
435,14,6.557737295,14.91545746,6.499703819,5.281848897,11.88057039
435,15,6.565474247,15.008759,6.980138079,4.941549853,11.81309079
435,16,7.938506519,15.08738683,6.980138079,4.68476031,11.85884922
435,17,7.49504095,14.16625963,6.980138079,5.153169376,11.82533247
435,18,6.922046247,14.04833742,6.980138079,5.214333246,11.79626433
435,19,6.458686625,13.91602559,6.980138079,5.311522409,11.75267769
435,20,7.429508732,13.79514084,6.980138079,5.402763185,11.71568611
436,1,8.77460946,16.09670156,7.000071671,4.523106608,11.0911062
436,2,2.987162276,16.03411046,7.000071671,4.542462621,11.22618879
436,3,8.091964535,15.73812463,7.000071671,4.745254627,11.02887802
436,4,7.496664976,16.01058963,7.000071671,4.55649359,11.35410429
436,5,10.03942029,15.84093054,7.000071671,4.611187207,11.73189912
436,6,1.894063944,15.31224286,7,4.823333469,11.59162319
436,7,7.612968844,15.71906604,7,4.73456821,11.78923605
436,8,8.336454566,15.42706906,7,4.700318954,11.90852174
436,9,5.736694009,15.42551285,7,4.764248023,11.86133843
436,10,2.947856197,14.93369584,7,4.848107336,11.96856648
436,11,5.692685305,14.94206284,7,5.055688009,11.91759661
436,12,3.14960315,14.93474579,6.484838413,5.633742514,11.7717966
436,13,3.249615362,15.24240159,7,5.013909627,11.71225703
436,14,6.557737295,14.86836551,6.484838413,5.441400929,11.8116273
436,15,6.565474247,14.95315715,7.105218353,5.093629997,11.75192959
436,16,7.938506519,15.02750424,7.105218353,4.837432041,11.79528972
436,17,7.49504095,14.11703024,7.105218353,5.312556511,11.75634534
436,18,6.922046247,14.00086555,7.105218353,5.374162647,11.72763156
436,19,6.458686625,13.87104291,7.105218353,5.471728648,11.68488051
436,20,7.429508732,13.75238817,7.105218353,5.56340767,11.64850684
437,1,8.77460946,16.05522819,7.008321244,4.677565818,11.08835501
437,2,2.987162276,15.98889329,7.008321244,4.70071356,11.21164401
437,3,8.091964535,15.70048952,7.008321244,4.900753343,11.03002253
437,4,7.496664976,15.96128657,7.008321244,4.717842094,11.32855417
437,5,10.03942029,15.78107535,7.008321244,4.782979992,11.67338957
437,6,1.894063944,15.26396015,7,4.997449219,11.54298479
437,7,7.612968844,15.65489011,7,4.904584703,11.72420736
437,8,8.336454566,15.36640821,7,4.882068239,11.83284102
437,9,5.736694009,15.36372446,7,4.941163772,11.78894874
437,10,2.947856197,14.87611227,7,5.039336163,11.88356435
437,11,5.692685305,14.88572965,7,5.24328017,11.83649269
437,12,3.14960315,14.88154297,6.429873091,5.810749642,11.70154257
437,13,3.249615362,15.17636403,7,5.177282291,11.64794143
437,14,6.557737295,14.81333085,6.429873091,5.620900869,11.73775068
437,15,6.565474247,14.8888274,7.253627614,5.26085321,11.68301616
437,16,7.938506519,14.95803808,7.253627614,5.008196925,11.72098482
437,17,7.49504095,14.06177059,7.253627614,5.484973717,11.68015558
437,18,6.922046247,13.94859836,7.253627614,5.545413921,11.65283786
437,19,6.458686625,13.8227674,7.253627614,5.641155684,11.61251076
437,20,7.429508732,13.70761648,7.253627614,5.731278476,11.57809843
438,1,8.77460946,15.99915329,7.033909264,4.835417163,11.09628086
438,2,2.987162276,15.93084061,7.033909264,4.866343902,11.20542522
438,3,8.091964535,15.64793775,7.033909264,5.057152877,11.04207411
438,4,7.496664976,15.90092079,7.033909264,4.890329777,11.30906878
438,5,10.03942029,15.71511174,7.033909264,4.976793836,11.61436411
438,6,1.894063944,15.20774884,7,5.188796582,11.49538985
438,7,7.612968844,15.5850079,7,5.096237522,11.65672365
438,8,8.336454566,15.30099701,7,5.090668379,11.75366396
438,9,5.736694009,15.29644983,7,5.142397732,11.71321538
438,10,2.947856197,14.81500174,7,5.257599305,11.79269646
438,11,5.692685305,14.82501672,7,5.455309748,11.75053092
438,12,3.14960315,14.82144385,6.340988308,6.004538366,11.62907451
438,13,3.249615362,15.10163419,7,5.355523249,11.57984825
438,14,6.557737295,14.75191856,6.340988308,5.818776396,11.66041395
438,15,6.565474247,14.81559328,7.420654399,5.44338085,11.60968695
438,16,7.938506519,14.87884746,7.420654399,5.196656334,11.63987978
438,17,7.49504095,14.00164102,7.420654399,5.669891768,11.59855512
438,18,6.922046247,13.89248535,7.420654399,5.727756168,11.57343982
438,19,6.458686625,13.77187674,7.420654399,5.819763334,11.53679428
438,20,7.429508732,13.6612881,7.420654399,5.906584019,11.50538551
439,1,8.77460946,15.92726794,7.07570955,4.99964611,11.11556604
439,2,2.987162276,15.8582874,7.07570955,5.041881814,11.20905625
439,3,8.091964535,15.58268554,7.07570955,5.215762645,11.06279669
439,4,7.496664976,15.82711463,7.07570955,5.076227433,11.2981906
439,5,10.03942029,15.6393441,7.07570955,5.193377746,11.55975234
439,6,1.894063944,15.14506812,7,5.39596752,11.44919851
439,7,7.612968844,15.50518414,7,5.310546994,11.59262339
439,8,8.336454566,15.2289065,7,5.325025859,11.67521616
439,9,5.736694009,15.22137163,7,5.367670431,11.63868866
439,10,2.947856197,14.75138878,7,5.499711615,11.69821882
439,11,5.692685305,14.76112364,7,5.689040495,11.66166726
439,12,3.14960315,14.75615608,6.224743832,6.213693254,11.55554683
439,13,3.249615362,15.01544007,7,5.550396906,11.51321713
439,14,6.557737295,14.68571333,6.224743832,6.033331636,11.581115
439,15,6.565474247,14.73229011,7.601098172,5.641997421,11.53613532
439,16,7.938506519,14.78853056,7.601098172,5.403081055,11.55694594
439,17,7.49504095,13.93779394,7.601098172,5.86659812,11.51341031
439,18,6.922046247,13.8334676,7.601098172,5.920693647,11.49106382
439,19,6.458686625,13.71906134,7.601098172,6.007354538,11.45899106
439,20,7.429508732,13.61387611,7.601098172,6.089399791,11.43132348
440,1,8.77460946,15.84095344,7.132654712,5.170781153,11.14486577
440,2,2.987162276,15.77214094,7.132654712,5.227161213,11.22205127
440,3,8.091964535,15.50694912,7.132654712,5.377889294,11.08995418
440,4,7.496664976,15.74002877,7.132654712,5.274724826,11.29648539
440,5,10.03942029,15.55256249,7.132654712,5.430673048,11.51255818
440,6,1.894063944,15.07737715,7,5.617553242,11.40477089
440,7,7.612968844,15.4136329,7,5.545913791,11.53585463
440,8,8.336454566,15.15081105,7,5.581766862,11.59968348
440,9,5.736694009,15.13874377,7,5.613996535,11.56791026
440,10,2.947856197,14.68629792,7,5.762487946,11.60238749
440,11,5.692685305,14.69525003,7,5.941736161,11.57185764
440,12,3.14960315,14.68738729,6.087699428,6.436798875,11.48211395
440,13,3.249615362,14.91754339,7,5.760784697,11.45135653
440,14,6.557737295,14.61629987,6.087699428,6.262870715,11.50135175
440,15,6.565474247,14.64039326,7.789758398,5.85532321,11.46450927
440,16,7.938506519,14.68850435,7.789758398,5.625729915,11.47512258
440,17,7.49504095,13.87138203,7.789758398,6.074380443,11.42658732
440,18,6.922046247,13.7724864,7.789758398,6.123730702,11.40733604
440,19,6.458686625,13.66501162,7.789758398,6.203732236,11.38036106
440,20,7.429508732,13.56585358,7.789758398,6.279801284,11.35686775
441,1,8.77460946,15.74350285,7.203677357,5.349287807,11.18132887
441,2,2.987162276,15.67566216,7.203677357,5.421946938,11.24206983
441,3,8.091964535,15.42294472,7.203677357,5.544839468,11.12131048
441,4,7.496664976,15.64301436,7.203677357,5.484886857,11.3020049
441,5,10.03942029,15.45804635,7.203677357,5.685797276,11.472248
441,6,1.894063944,15.00613513,7,5.852144957,11.36246715
441,7,7.612968844,15.31395392,7,5.799432504,11.48612165
441,8,8.336454566,15.06897383,7,5.857459048,11.5279998
441,9,5.736694009,15.05119987,7,5.878321271,11.50154668
441,10,2.947856197,14.62075369,7,6.042743154,11.50745849
441,11,5.692685305,14.62859549,7,6.210660498,11.48305799
441,12,3.14960315,14.61684513,5.936414864,6.672439795,11.40993029
441,13,3.249615362,14.81159607,7,5.985116598,11.39455562
441,14,6.557737295,14.54526288,5.936414864,6.50569776,11.42262209
441,15,6.565474247,14.54284529,7.98143454,6.08191683,11.39581305
441,16,7.938506519,14.58198193,7.98143454,5.862765449,11.39603043
441,17,7.49504095,13.80356168,7.98143454,6.292524699,11.33994941
441,18,6.922046247,13.71048529,7.98143454,6.336370667,11.32388093
441,19,6.458686625,13.61041801,7.98143454,6.408699366,11.30216427
441,20,7.429508732,13.51769362,7.98143454,6.47786399,11.2829737
442,1,8.77460946,15.638222,7.287710094,5.535631585,11.22209401
442,2,2.987162276,15.57212773,7.287710094,5.626003824,11.26675901
442,3,8.091964535,15.33288859,7.287710094,5.717919813,11.15462951
442,4,7.496664976,15.53944395,7.287710094,5.705777263,11.31278392
442,5,10.03942029,15.35910532,7.287710094,5.955848863,11.43826435
442,6,1.894063944,14.93280121,7,6.098333876,11.32264742
442,7,7.612968844,15.20978319,7,6.068166245,11.44310006
442,8,8.336454566,14.98566863,7,6.148670077,11.46109059
442,9,5.736694009,14.96138949,7,6.157589865,11.44025182
442,10,2.947856197,14.55578065,7,6.337292091,11.41568784
442,11,5.692685305,14.56235963,7,6.493077258,11.39722426
442,12,3.14960315,14.54623724,5.777449906,6.919200584,11.34015027
442,13,3.249615362,14.70127704,7,6.221812628,11.34308229
442,14,6.557737295,14.47418705,5.777449906,6.760116896,11.34642392
442,15,6.565474247,14.44259875,8.170926064,6.320336771,11.33104297
442,16,7.938506519,14.47219027,8.170926064,6.112349306,11.32127928
442,17,7.49504095,13.73548929,8.170926064,6.520316798,11.25535981
442,18,6.922046247,13.64840784,8.170926064,6.558116849,11.24232291
442,19,6.458686625,13.55597093,8.170926064,6.622058869,11.22566067
442,20,7.429508732,13.4698693,8.170926064,6.683663401,11.21059675
443,1,8.77460946,15.52841674,7.383685532,5.730278,11.26429989
443,2,2.987162276,15.46481432,7.383685532,5.839096708,11.2937659
443,3,8.091964535,15.23899694,7.383685532,5.898436975,11.18767518
443,4,7.496664976,15.43269011,7.383685532,5.93645978,11.32685729
443,5,10.03942029,15.25904902,7.383685532,6.237926241,11.41004978
443,6,1.894063944,14.85883459,7,6.354711207,11.28567183
443,7,7.612968844,15.10475672,7,6.349178125,11.4064655
443,8,8.336454566,14.90316926,7,6.451967612,11.39988136
443,9,5.736694009,14.87196218,7,6.448747542,11.38467958
443,10,2.947856197,14.49240332,7,6.642949612,11.32933159
443,11,5.692685305,14.49774206,7,6.786250191,11.31631238
443,12,3.14960315,14.47727127,5.617364322,7.175665809,11.27392831
443,13,3.249615362,14.59026519,7,6.469292808,11.29720444
443,14,6.557737295,14.40465708,5.617364322,7.02443225,11.27425515
443,15,6.565474247,14.34260622,8.353032433,6.569141525,11.27119535
443,16,7.938506519,14.36235636,8.353032433,6.372643133,11.25247896
443,17,7.49504095,13.66832127,8.353032433,6.757042652,11.17468176
443,18,6.922046247,13.5871976,8.353032433,6.788472553,11.16428642
443,19,6.458686625,13.5023608,8.353032433,6.843613683,11.15211022
443,20,7.429508732,13.42285371,8.353032433,6.897275009,11.14069228
444,1,8.77460946,15.41739292,7.49053628,5.933692567,11.30508521
444,2,2.987162276,15.35699862,7.49053628,6.060990428,11.32073758
444,3,8.091964535,15.14348601,7.49053628,6.087697599,11.21821141
444,4,7.496664976,15.32612539,7.49053628,6.175998146,11.34225981
444,5,10.03942029,15.16118707,7.49053628,6.529127842,11.38704682
444,6,1.894063944,14.78569444,7,6.619868162,11.25190054
444,7,7.612968844,15.00251047,7,6.639531258,11.37589361
444,8,8.336454566,14.8237495,7,6.763919312,11.34529758
444,9,5.736694009,14.7855675,7,6.748739528,11.33548389
444,10,2.947856197,14.43164623,7,6.956530571,11.25064577
444,11,5.692685305,14.43594238,7,7.087443049,11.24227828
444,12,3.14960315,14.41165486,5.462717877,7.440420038,11.21241883
444,13,3.249615362,14.48223943,7,6.725977156,11.25718993
444,14,6.557737295,14.33825767,5.462717877,7.296947947,11.20761367
444,15,6.565474247,14.24582027,8.522553111,6.82688958,11.21726651
444,16,7.938506519,14.25570716,8.522553111,6.641808576,11.19123928
444,17,7.49504095,13.60321403,8.522553111,7.001988173,11.09977849
444,18,6.922046247,13.52779814,8.522553111,7.026941086,11.09139586
444,19,6.458686625,13.45027804,8.522553111,7.073166749,11.08277291
444,20,7.429508732,13.37711993,8.522553111,7.118774305,11.07421571
445,1,8.77460946,15.30845636,7.607194946,6.146340799,11.34158865
445,2,2.987162276,15.2519573,7.607194946,6.291449819,11.34532116
445,3,8.091964535,15.04857203,7.607194946,6.287008331,11.24400209
445,4,7.496664976,15.22312235,7.607194946,6.423456097,11.3570263
445,5,10.03942029,15.06882912,7.607194946,6.826552098,11.36869802
445,6,1.894063944,14.71483992,7,6.892395949,11.22169367
445,7,7.612968844,14.90668044,7,6.936288754,11.35106002
445,8,8.336454566,14.74968313,7,7.081092838,11.29826475
445,9,5.736694009,14.70485501,7,7.054511048,11.29331863
445,10,2.947856197,14.37453394,7,7.274849821,11.1818864
445,11,5.692685305,14.3781602,7,7.393919584,11.1770779
445,12,3.14960315,14.35109565,5.32007034,7.71204784,11.15677625
445,13,3.249615362,14.38087867,7,6.990285692,11.22330667
445,14,6.557737295,14.27657353,5.32007034,7.575968114,11.1479974
445,15,6.565474247,14.15519347,8.674287563,7.092139426,11.17025276
445,16,7.938506519,14.15546965,8.674287563,6.918007282,11.13917005
445,17,7.49504095,13.54132398,8.674287563,7.254439272,11.03251323
445,18,6.922046247,13.47115301,8.674287563,7.273025753,11.02527567
445,19,6.458686625,13.40041307,8.674287563,7.310521005,11.01890871
445,20,7.429508732,13.33314105,8.674287563,7.348236783,11.01212242
446,1,8.77460946,15.20491292,7.732594139,6.368688209,11.37094893
446,2,2.987162276,15.15296704,7.732594139,6.53023972,11.36516371
446,3,8.091964535,14.95647124,7.732594139,6.497675815,11.26281115
446,4,7.496664976,15.12705355,7.732594139,6.67789737,11.36919159
446,5,10.03942029,14.98528477,7.732594139,7.12729744,11.35444592
446,6,1.894063944,14.64773023,7,7.170885778,11.19541138
446,7,7.612968844,14.82090261,7,7.236513726,11.33164037
446,8,8.336454566,14.68324397,7,7.40005585,11.25970837
446,9,5.736694009,14.63247427,7,7.363007329,11.25883772
446,10,2.947856197,14.32209096,7,7.594722216,11.12530952
446,11,5.692685305,14.32559514,7,7.702943547,11.12266719
446,12,3.14960315,14.29730129,5.195981475,7.989133782,11.10815499
446,13,3.249615362,14.28986182,7,7.260638434,11.19582253
446,14,6.557737295,14.22118935,5.195981475,7.859796877,11.09690423
446,15,6.565474247,14.07367838,8.803035252,7.363449556,11.13115042
446,16,7.938506519,14.06487081,8.803035252,7.199400897,11.09788108
446,17,7.49504095,13.48380752,8.803035252,7.51368186,10.97474921
446,18,6.922046247,13.41820577,8.803035252,7.52622986,10.96755027
446,19,6.458686625,13.35345632,8.803035252,7.555479391,10.9617776
446,20,7.429508732,13.29139015,8.803035252,7.585737933,10.95536783
447,1,8.77460946,15.11006843,7.865666467,6.601201526,11.39030472
447,2,2.987162276,15.06330452,7.865666467,6.77712573,11.37791231
447,3,8.091964535,14.86938598,7.865666467,6.72101165,11.27240823
447,4,7.496664976,15.04129154,7.865666467,6.9383857,11.37679048
447,5,10.03942029,14.91386366,7.865666467,7.428462302,11.34373306
447,6,1.894063944,14.58580949,7,7.453934707,11.17341801
447,7,7.612968844,14.74881297,7,7.537269285,11.31731029
447,8,8.336454566,14.62670579,7,7.71737601,11.23055391
447,9,5.736694009,14.57107483,7,7.671173596,11.23269507
447,10,2.947856197,14.27534184,7,7.91296261,11.08317116
447,11,5.692685305,14.27944679,7,8.011778689,11.08100207
447,12,3.14960315,14.25197942,5.097011051,8.270262432,11.06770947
447,13,3.249615362,14.21286781,7,7.535455399,11.17500539
447,14,6.557737295,14.17368983,5.097011051,8.146738362,11.05583206
447,15,6.565474247,14.00422759,8.903595644,7.639378456,11.10095582
447,16,7.938506519,13.98713774,8.903595644,7.484151062,11.0689821
447,17,7.49504095,13.43182108,8.903595644,7.779001849,10.92834967
447,18,6.922046247,13.36989999,8.903595644,7.786056713,10.91984409
447,19,6.458686625,13.31009821,8.903595644,7.807844847,10.91263955
447,20,7.429508732,13.25234032,8.903595644,7.831353247,10.90490733
448,1,8.77460946,15.02707925,8.005475239,6.845224553,11.39683678
448,2,2.987162276,14.98612282,8.005475239,7.032431136,11.38124887
448,3,8.091964535,14.78820283,8.005475239,6.962538517,11.27118194
448,4,7.496664976,14.96911149,8.005475239,7.20400183,11.37788522
448,5,10.03942029,14.85785072,8.005475239,7.727149025,11.336009
448,6,1.894063944,14.52939307,7,7.744251306,11.15645099
448,7,7.612968844,14.69404451,7,7.835618543,11.30774634
